order_id,product_id,product_name,order_hour_of_day
591140,22825,Honeycrisp Apple,10
591193,1463,Organic Red Onion,17
591204,11536,Yellow Onions,9
591255,41065,Organic Unsweetened Almond Milk,12
591304,19309,Limes,10
591319,10193,Organic Whole String Cheese,11
591355,21938,Organic Whole Milk,10
591440,9680,Organic Raspberries,9
591443,39408,Organic Gala Apples,14
591443,14471,Organic Zucchini,14
591457,11225,Organic Baby Arugula,13
591471,18341,Organic Zucchini,10
591522,21137,Organic Strawberries,8
591582,13176,Bag of Organic Bananas,10
591590,32445,Organic Small Bunch Celery,18
591597,29310,Organic Baby Carrots,17
591597,28868,Organic Blueberries,17
591604,21137,Organic Strawberries,16
591605,3957,Bag of Organic Bananas,19
591617,22451,Organic Grape Tomatoes,12
591683,29650,Organic Lemon,23
591726,4966,Carrots,11
591754,31752,Half & Half,21
591762,13752,Organic Whole String Cheese,18
591966,28066,Organic Blackberries,17
591966,46906,Organic Tomato Cluster,17
592028,3599,Organic Lemon,7
592034,1709,Organic Baby Spinach,12
592058,21288,Organic Cucumber,15
592131,7808,Organic Half & Half,19
592147,8670,Yellow Onions,13
592180,38777,Organic Baby Carrots,13
592213,47766,Organic Avocado,19
592220,26771,Bag of Organic Bananas,9
592331,3869,Organic Garlic,8
592345,6740,Apple Honeycrisp Organic,17
592364,1443,Organic Italian Parsley Bunch,13
592371,26410,Organic Grape Tomatoes,15
592398,17429,Organic Large Extra Fancy Fuji Apple,12
592403,26348,Original Hummus,10
592473,8174,Organic Whole String Cheese,9
592571,31748,Carrots,8
592587,25627,Strawberries,6
592735,23888,Organic Strawberries,17
592793,29987,Organic Baby Spinach,17
592820,46672,Organic Baby Arugula,12
592830,27750,Large Lemon,19
592896,36550,Organic Red Bell Pepper,10
592919,3894,Yellow Onions,10
592939,49683,Cucumber Kirby,18
592942,40545,Organic Italian Parsley Bunch,12
592969,28613,Organic Avocado,16
592997,37625,Organic Fuji Apple,13
593020,34393,Organic Grape Tomatoes,17
593048,6193,Organic Hass Avocado,9
593055,47209,Organic Hass Avocado,8
593077,30827,Apple Honeycrisp Organic,21
593154,30233,Limes,16
593171,13083,Red Vine Tomato,5
593232,18383,Organic Half & Half,9
593320,24852,Banana,16
593328,37825,Limes,16
593375,40660,Organic Baby Carrots,14
593378,25197,Cucumber Kirby,20
593402,33548,Organic Large Extra Fancy Fuji Apple,18
593461,45603,Organic Baby Arugula,17
593513,12542,Limes,11
593560,21137,Organic Strawberries,20
593589,47155,Organic Cucumber,21
593596,40706,Organic Grape Tomatoes,17
593602,30169,Organic Cucumber,12
593603,26885,Organic Whole Milk,18
593608,38650,Organic Unsweetened Almond Milk,18
593619,17948,Organic Red Onion,16
593656,39928,Raspberries,11
593666,38408,Organic Garlic,7
593721,48559,Cucumber Kirby,18
593742,13176,Bag of Organic Bananas,7
593856,19478,Organic Whole String Cheese,9
593902,35132,Seedless Red Grapes,10
593962,30235,Organic Cucumber,12
593968,38182,Organic Unsweetened Almond Milk,11
593993,3252,100% Whole Wheat Bread,15
594000,27521,Organic Unsweetened Almond Milk,11
594020,27344,Organic Blueberries,13
594038,5876,Organic Lemon,7
594095,22556,Organic Hass Avocado,13
594201,8048,Cucumber Kirby,14
594271,39964,Yellow Onions,15
594390,17872,Apple Honeycrisp Organic,17
594394,15604,Organic Red Onion,7
594447,6774,Bag of Organic Bananas,11
594457,11961,Organic Gala Apples,16
594457,44359,Organic Small Bunch Celery,16
594489,23909,Organic Red Bell Pepper,10
594520,47626,Large Lemon,14
594555,26976,Honeycrisp Apple,22
594561,12427,Organic Strawberries,15
594577,2835,Organic Zucchini,8
594596,22754,Organic Strawberries,21
594658,21397,Organic Grape Tomatoes,16
594660,43647,Organic Tomato Cluster,8
594667,31893,Seedless Red Grapes,12
594679,16490,Organic Tomato Cluster,17
594789,6182,Organic Cucumber,12
594794,33636,Apple Honeycrisp Organic,11
594818,24852,Banana,17
594926,12756,Red Vine Tomato,12
595014,40751,Red Vine Tomato,16
595086,39812,Organic Baby Spinach,15
595093,19348,Strawberries,9
595109,24852,Banana,16
595133,21938,Organic Large Extra Fancy Fuji Apple,17
595133,41549,Organic Blackberries,17
595142,45066,Honeycrisp Apple,16
595193,27156,Organic Baby Spinach,12
595202,4792,Organic Gala Apples,8
595263,26620,Organic Whole Milk,8
595272,46667,Raspberries,16
595349,31869,Organic Half & Half,14
595376,5876,Organic Lemon,13
595388,39886,Organic Unsweetened Almond Milk,8
595402,24852,Banana,11
595556,35921,Half & Half,11
595612,39877,Organic Baby Spinach,16
595620,35629,Organic Whole String Cheese,20
595638,28842,Asparagus,10
595678,651,Large Lemon,14
595704,20114,Apple Honeycrisp Organic,22
595717,36189,Organic Whole String Cheese,15
595769,20120,Organic Grape Tomatoes,14
595806,32099,Organic Baby Carrots,13
595811,27086,Half & Half,17
595966,34969,Red Vine Tomato,9
595968,15368,Organic Lemon,7
595975,17400,Cucumber Kirby,7
596003,19660,Spring Water,10
596035,46667,Sparkling Water Grapefruit,10
596059,6383,Carrots,13
596124,6210,Carrots,9
596124,11140,Asparagus,9
596180,24852,Banana,9
596207,19734,Organic Cilantro,13
596211,47403,Organic Cilantro,7
596246,47867,Honeycrisp Apple,21
596348,9387,Organic Red Bell Pepper,11
596377,19508,Organic Whole String Cheese,8
596429,26876,Organic Half & Half,15
596435,7872,Organic Cilantro,15
596458,7175,Organic Blackberries,10
596565,27521,Organic Fuji Apple,18
596577,24852,Banana,6
596583,27521,Honeycrisp Apple,21
596598,21903,Organic Baby Spinach,8
596624,46413,Large Lemon,17
596630,44479,Organic Tomato Cluster,15
596632,47842,Organic Lemon,8
596638,5456,Half & Half,13
596665,10863,Organic Baby Arugula,10
596700,43112,Organic Whole String Cheese,11
596740,14867,Half & Half,16
596777,26165,Organic Baby Carrots,14
596980,24799,Spring Water,11
596982,47766,Organic Avocado,20
596983,27122,Organic Baby Carrots,10
597001,15398,Strawberries,9
597048,22935,Organic Yellow Onion,18
597061,14715,100% Whole Wheat Bread,9
597085,46953,Half & Half,13
597106,40199,Sparkling Water Grapefruit,9
597145,5450,Organic Baby Spinach,12
597159,33352,Limes,19
597162,13176,Bag of Organic Bananas,9
597189,27796,Carrots,11
597241,18523,Raspberries,15
597274,21137,Organic Strawberries,14
597285,605,Organic Grape Tomatoes,19
597317,35951,Organic Unsweetened Almond Milk,17
597319,35221,Organic Red Bell Pepper,10
597333,25931,Original Hummus,11
597351,9438,Organic Red Bell Pepper,18
597423,4552,Strawberries,13
597440,22206,Half & Half,15
597459,2962,Organic Cucumber,14
597514,11941,Organic Cucumber,11
597514,19048,Organic Blackberries,11
597563,30834,Organic Blackberries,15
597658,38256,Organic Italian Parsley Bunch,19
597701,40706,Organic Grape Tomatoes,10
597775,19057,Organic Large Extra Fancy Fuji Apple,15
597782,46720,Large Lemon,14
597828,46286,Organic Italian Parsley Bunch,14
597872,12797,Organic Gala Apples,13
597947,3807,Bag of Organic Bananas,8
597975,27307,Limes,18
598002,12797,Organic Tomato Cluster,12
598015,15029,Organic Strawberries,17
598082,15532,Organic Baby Arugula,17
598099,46720,Large Lemon,21
598101,27196,Organic Whole String Cheese,20
598198,43352,Raspberries,10
598229,47209,Organic Hass Avocado,17
598268,36780,Fresh Cauliflower,22
598372,42265,Organic Baby Carrots,8
598380,45819,Organic Half & Half,15
598380,10135,Organic Cilantro,15
598387,48679,Organic Gala Apples,9
598387,95,Organic Unsweetened Almond Milk,9
598428,25133,Organic Large Extra Fancy Fuji Apple,11
598442,33198,Organic Baby Arugula,8
598462,30996,Organic Gala Apples,19
598483,21288,Apple Honeycrisp Organic,13
598571,26723,Organic Baby Spinach,9
598599,9197,100% Whole Wheat Bread,14
598652,39035,Yellow Onions,14
598777,23087,Bag of Organic Bananas,10
598781,22935,Organic Yellow Onion,5
598782,35914,Organic Garlic,11
598790,20382,Limes,9
598877,38108,Organic Red Onion,13
598905,21938,Organic Small Bunch Celery,10
599028,47209,Organic Hass Avocado,8
599029,21709,Organic Strawberries,17
599046,25146,Organic Red Bell Pepper,14
599058,32689,Raspberries,23
599087,31955,Raspberries,21
599107,11140,Organic Raspberries,14
599155,19057,Organic Large Extra Fancy Fuji Apple,15
599161,46164,Limes,17
599163,1062,Apple Honeycrisp Organic,12
599223,930,Organic Tomato Cluster,12
599353,38890,Raspberries,10
599461,6348,Organic Zucchini,15
599465,1999,Bag of Organic Bananas,10
599467,26169,100% Whole Wheat Bread,15
599506,21070,Michigan Organic Kale,17
599507,5491,Red Vine Tomato,15
599511,46886,Organic Strawberries,10
599523,21903,Organic Baby Spinach,6
599568,26422,100% Whole Wheat Bread,13
599574,31562,Carrots,9
599608,9786,Organic Hass Avocado,11
599639,10108,Fresh Cauliflower,15
599657,40730,Organic Blackberries,8
599678,27966,Organic Raspberries,10
599697,38416,Organic Cucumber,9
599749,20738,Organic Red Bell Pepper,19
599749,40310,Apple Honeycrisp Organic,19
599807,5144,Organic Baby Arugula,17
599817,28390,Organic Lemon,11
599833,19348,Apple Honeycrisp Organic,9
599838,34969,Red Vine Tomato,11
599855,16249,Organic Fuji Apple,9
599866,46802,Half & Half,13
599937,5609,Organic Baby Carrots,12
599999,13500,Organic Strawberries,7
600043,21616,Organic Baby Arugula,20
600048,39275,Organic Blueberries,22
600062,27344,Organic Blueberries,22
600092,27592,Organic Baby Carrots,9
600096,25771,Organic Cilantro,13
600108,22825,Seedless Red Grapes,23
600169,34668,Large Lemon,23
600185,7139,Original Hummus,14
600208,35909,Bag of Organic Bananas,8
600213,41597,Yellow Onions,12
600221,37067,Organic Red Onion,14
600273,44632,Sparkling Water Grapefruit,7
600310,27104,Fresh Cauliflower,18
600349,5684,Organic Fuji Apple,6
600384,49533,Organic Italian Parsley Bunch,15
600388,10089,Organic Unsweetened Almond Milk,12
600416,4687,Organic Gala Apples,10
600468,41665,Apple Honeycrisp Organic,15
600513,39408,Organic Tomato Cluster,12
600550,43227,Organic Raspberries,15
600573,24810,Organic Large Extra Fancy Fuji Apple,19
600573,26209,Limes,19
600618,31268,Organic Red Bell Pepper,8
600673,22556,Organic Raspberries,14
600732,5011,Organic Baby Spinach,11
600756,36972,Organic Cucumber,18
600762,29487,Organic Whole String Cheese,19
600880,35887,Organic Cilantro,13
600885,21616,Organic Baby Arugula,13
600896,41665,Yellow Onions,0
601055,23623,Organic Hass Avocado,12
601119,22282,Organic Garlic,6
601212,39427,Half & Half,21
601223,8048,Organic Zucchini,17
601301,5876,Organic Lemon,9
601301,19678,Organic Whole Milk,9
601346,28123,Red Vine Tomato,13
601431,47772,Fresh Cauliflower,8
601445,47770,Organic Zucchini,18
601447,8670,Carrots,22
601576,5959,Raspberries,10
601628,24852,Banana,11
601655,46056,100% Whole Wheat Bread,11
601681,25718,100% Whole Wheat Bread,11
601683,40593,Organic Avocado,12
601722,40593,Organic Baby Spinach,12
601746,17622,100% Whole Wheat Bread,19
601876,19711,Carrots,12
601900,32689,Carrots,11
602051,12606,Organic Yellow Onion,9
602064,34668,Organic Small Bunch Celery,15
602114,24654,Organic Whole Milk,14
602121,21903,Organic Baby Spinach,17
602181,11140,Red Vine Tomato,14
602284,1076,Organic Cucumber,8
602288,33894,Honeycrisp Apple,14
602336,24852,Banana,12
602366,26369,Organic Yellow Onion,15
602394,30424,Spring Water,13
602399,42828,Organic Unsweetened Almond Milk,22
602442,24838,Fresh Cauliflower,19
602455,32139,Organic Half & Half,17
602456,21137,Organic Strawberries,18
602460,8174,Organic Whole String Cheese,10
602492,20114,Organic Garlic,14
602529,30720,Organic Unsweetened Almond Milk,7
602552,35530,Organic Garlic,12
602567,21137,Organic Strawberries,17
602659,781,Organic Avocado,12
602682,10644,Carrots,14
602741,47766,Organic Avocado,9
602748,16759,Organic Red Onion,12
602804,23540,Honeycrisp Apple,8
602847,19627,Strawberries,19
602862,278,Organic Baby Arugula,17
602870,27086,Half & Half,11
602879,14870,Apple Honeycrisp Organic,12
602990,36695,Organic Large Extra Fancy Fuji Apple,17
603050,14450,Organic Blueberries,13
603079,17157,Strawberries,10
603093,5337,Organic Raspberries,20
603119,14947,Limes,13
603128,19627,100% Whole Wheat Bread,11
603135,47258,Organic Blackberries,22
603172,4243,Organic Raspberries,15
603178,29302,Organic Garlic,11
603246,2305,Organic Blueberries,11
603263,27231,Half & Half,12
603302,16283,Organic Gala Apples,15
603316,5785,Organic Garlic,7
603365,30169,Red Vine Tomato,14
603419,1079,Organic Blackberries,17
603463,40706,Organic Grape Tomatoes,8
603471,12745,Sparkling Water Grapefruit,21
603509,30223,Organic Half & Half,19
603516,46147,Organic Garlic,12
603549,33198,Organic Baby Carrots,9
603592,6852,Apple Honeycrisp Organic,13
603632,21573,Organic Raspberries,14
603651,3808,Organic Large Extra Fancy Fuji Apple,12
603662,30442,Limes,8
603742,1096,Organic Yellow Onion,11
603763,14290,Organic Half & Half,11
603804,36651,Seedless Red Grapes,13
603808,41131,Organic Blueberries,16
603819,23181,Organic Unsweetened Almond Milk,15
603840,13176,Bag of Organic Bananas,12
603920,37917,Organic Garlic,7
603970,13829,Organic Italian Parsley Bunch,11
603973,21077,Apple Honeycrisp Organic,19
604017,45948,Organic Baby Arugula,12
604056,9337,Bag of Organic Bananas,12
604065,5212,Organic Fuji Apple,11
604084,40078,Organic Lemon,15
604090,11422,Raspberries,10
604144,41458,Organic Zucchini,9
604184,34040,100% Whole Wheat Bread,10
604210,21137,Organic Strawberries,19
604213,31343,Limes,16
604232,42936,Organic Baby Arugula,9
604238,14233,Strawberries,14
604242,12039,Organic Yellow Onion,12
604296,10054,Organic Blackberries,8
604337,12962,Organic Raspberries,12
604400,22504,Strawberries,12
604456,33731,Organic Whole String Cheese,11
604549,25087,Organic Unsweetened Almond Milk,15
604567,32139,Strawberries,6
604576,24852,Banana,14
604614,30714,Organic Fuji Apple,8
604628,129,Original Hummus,21
604658,40604,Apple Honeycrisp Organic,11
604688,5586,Raspberries,8
604710,8436,Organic Raspberries,10
604776,6388,Organic Blueberries,19
604795,4920,Seedless Red Grapes,6
604843,39527,Organic Cucumber,10
604857,38689,Organic Baby Arugula,19
604863,35050,Organic Cilantro,19
604940,34126,Organic Italian Parsley Bunch,13
605015,3283,Organic Lemon,9
605038,27695,Large Lemon,6
605043,23516,Organic Strawberries,11
605067,33768,Organic Large Extra Fancy Fuji Apple,23
605078,19057,Organic Large Extra Fancy Fuji Apple,13
605092,23360,Organic Gala Apples,12
605104,47144,Organic Baby Spinach,9
605124,27156,Organic Tomato Cluster,13
605129,33745,Michigan Organic Kale,15
605130,21903,Organic Baby Spinach,11
605140,25890,Organic Large Extra Fancy Fuji Apple,19
605220,27796,Organic Hass Avocado,16
605259,48745,Organic Cilantro,9
605271,21183,Organic Raspberries,14
605288,25199,Organic Red Bell Pepper,11
605318,12756,Organic Zucchini,8
605337,13517,Carrots,23
605345,46676,Honeycrisp Apple,16
605405,42736,Organic Avocado,11
605447,31717,Organic Cilantro,11
605484,35221,Organic Cilantro,10
605504,13271,Organic Cucumber,13
605527,24852,Banana,18
605545,13541,Strawberries,12
605568,29397,Original Hummus,20
605665,18670,Organic Strawberries,9
605748,15424,Organic Lemon,11
605770,36431,Organic Baby Carrots,10
605782,31354,Sparkling Water Grapefruit,14
605806,34429,Red Vine Tomato,6
605851,18523,Spring Water,13
605873,37646,Organic Gala Apples,17
605877,15569,Fresh Cauliflower,10
605888,22113,Honeycrisp Apple,20
605939,7786,Organic Red Onion,4
606000,49610,Yellow Onions,16
606024,21288,Organic Fuji Apple,11
606027,35140,Banana,9
606028,45767,Organic Blueberries,7
606069,48537,Yellow Onions,10
606135,49139,Asparagus,13
606196,42719,Organic Small Bunch Celery,14
606211,40174,Organic Hass Avocado,19
606227,45007,Organic Zucchini,11
606245,28473,Organic Baby Carrots,10
606294,12951,Organic Baby Spinach,16
606460,6046,Organic Unsweetened Almond Milk,15
606462,8277,Apple Honeycrisp Organic,9
606517,12807,Yellow Onions,12
606555,13662,Organic Fuji Apple,19
606574,15976,Sparkling Water Grapefruit,15
606597,4086,100% Whole Wheat Bread,21
606665,9444,Organic Grape Tomatoes,21
606675,28912,Organic Garlic,23
606719,12036,Michigan Organic Kale,19
606720,15840,Organic Red Onion,15
606927,21603,Organic Baby Arugula,15
606930,28204,Organic Fuji Apple,19
607009,26209,Limes,11
607045,39468,Organic Baby Arugula,15
607045,30849,Spring Water,15
607047,46515,Organic Cucumber,18
607050,22739,Strawberries,19
607052,24830,Organic Garlic,14
607091,49114,Organic Raspberries,12
607101,5621,Organic Cilantro,16
607123,9623,Organic Raspberries,20
607201,16757,Organic Whole Milk,10
607214,20734,Apple Honeycrisp Organic,20
607238,43263,Carrots,20
607265,26604,Organic Blackberries,15
607310,432,Fresh Cauliflower,9
607332,15290,Organic Whole String Cheese,0
607337,4461,Limes,9
607380,43953,Organic Zucchini,22
607386,37198,Organic Baby Spinach,10
607387,10246,Raspberries,7
607449,11909,Organic Strawberries,11
607493,37646,Organic Gala Apples,13
607535,30021,Original Hummus,9
607576,35968,Organic Italian Parsley Bunch,14
607612,37158,Organic Cucumber,10
607621,48775,Organic Zucchini,10
607641,47829,Half & Half,11
607647,6184,Organic Red Onion,21
607724,9623,Spring Water,17
607726,28849,Asparagus,16
607738,36640,Apple Honeycrisp Organic,20
607747,30489,Original Hummus,10
607812,33731,Organic Zucchini,13
607837,46294,Organic Baby Carrots,13
607853,432,Organic Half & Half,9
607892,18886,Organic Zucchini,8
607899,10699,Organic Whole Milk,14
607908,24852,Banana,13
607929,5337,Organic Tomato Cluster,7
607936,14780,Organic Lemon,16
608066,45664,Asparagus,11
608074,4086,Banana,10
608124,47734,Seedless Red Grapes,13
608127,6734,Organic Gala Apples,18
608156,29193,Organic Unsweetened Almond Milk,20
608179,9252,Honeycrisp Apple,14
608209,30776,Organic Garlic,14
608282,38127,Organic Baby Spinach,18
608309,31040,Organic Cilantro,10
608315,5077,100% Whole Wheat Bread,20
608317,13510,Organic Whole String Cheese,12
608319,165,Organic Hass Avocado,17
608332,32428,Organic Zucchini,15
608380,34281,Organic Large Extra Fancy Fuji Apple,11
608381,20734,Organic Red Bell Pepper,16
608388,11377,Half & Half,14
608394,9387,Bag of Organic Bananas,9
608482,14897,Organic Cucumber,9
608642,14096,Organic Whole Milk,9
608678,23734,Organic Avocado,19
608834,13646,Organic Blackberries,17
608836,18644,Organic Cucumber,19
608842,14429,Half & Half,13
608847,19151,Organic Avocado,13
608949,30756,Organic Baby Arugula,18
608963,44799,Organic Unsweetened Almond Milk,14
609002,26209,Limes,14
609013,46802,Organic Cilantro,14
609019,45448,Organic Yellow Onion,14
609036,7808,Organic Zucchini,16
609038,19003,Seedless Red Grapes,13
609060,37158,Organic Cucumber,16
609073,6356,Organic Small Bunch Celery,7
609073,1883,Apple Honeycrisp Organic,7
609077,9076,Organic Small Bunch Celery,12
609098,3617,Organic Gala Apples,18
609147,30827,Organic Yellow Onion,12
609185,17224,Organic Avocado,11
609204,44214,Organic Baby Spinach,16
609255,35070,Strawberries,17
609276,24830,Organic Fuji Apple,9
609299,28437,Organic Yellow Onion,12
609324,33731,Sparkling Water Grapefruit,10
609366,38400,Strawberries,11
609397,27471,Organic Large Extra Fancy Fuji Apple,14
609427,39558,Organic Large Extra Fancy Fuji Apple,15
609476,25544,Organic Fuji Apple,12
609534,11182,Organic Whole Milk,21
609539,39475,Raspberries,11
609601,25931,Organic Avocado,16
609617,11046,Seedless Red Grapes,20
609623,17948,Apple Honeycrisp Organic,9
609712,24852,Banana,23
609714,15984,Michigan Organic Kale,6
609805,17630,Organic Grape Tomatoes,19
609840,32515,Organic Lemon,9
609859,46778,Organic Lemon,10
609872,31717,Organic Cilantro,18
609907,1200,Organic Blueberries,16
609907,17189,Organic Tomato Cluster,16
609907,48299,Seedless Red Grapes,16
609938,46106,Organic Whole String Cheese,13
610041,9550,Carrots,12
610051,36695,Organic Cucumber,21
610151,17397,Organic Fuji Apple,19
610189,47337,Organic Half & Half,8
610192,7826,Cucumber Kirby,11
610271,40723,100% Whole Wheat Bread,12
610282,21903,Organic Baby Spinach,3
610288,21813,Honeycrisp Apple,14
610338,43772,Organic Half & Half,15
610353,49401,Cucumber Kirby,13
610468,40604,Original Hummus,9
610469,2729,Organic Red Bell Pepper,12
610510,16797,Strawberries,2
610588,46667,Sparkling Water Grapefruit,15
610589,20114,Michigan Organic Kale,8
610606,9510,Organic Blackberries,21
610631,7503,Organic Hass Avocado,19
610654,41561,Organic Avocado,14
610684,498,Banana,23
610723,14252,Large Lemon,14
610743,21137,Organic Strawberries,8
610796,13385,Organic Unsweetened Almond Milk,7
610860,33548,Honeycrisp Apple,8
611041,43772,Organic Red Bell Pepper,11
611043,24160,Organic Blueberries,13
611067,28601,Original Hummus,17
611073,28990,Organic Unsweetened Almond Milk,14
611081,19488,Organic Baby Spinach,22
611085,9953,Organic Raspberries,15
611119,10644,Organic Zucchini,22
611126,26683,Organic Baby Spinach,20
611180,34745,Organic Small Bunch Celery,12
611180,37003,Banana,12
611267,43295,Organic Red Onion,16
611323,22124,Organic Raspberries,5
611333,38739,Michigan Organic Kale,22
611335,10621,Organic Small Bunch Celery,3
611422,32989,Organic Cilantro,17
611426,5933,Organic Grape Tomatoes,17
611431,9829,Organic Red Onion,11
611438,15100,Organic Strawberries,13
611456,44028,Organic Yellow Onion,13
611461,4210,Organic Zucchini,12
611544,9881,Half & Half,18
611604,14462,Organic Red Onion,13
611630,46738,Organic Blackberries,23
611716,47766,Organic Avocado,18
611763,8277,Apple Honeycrisp Organic,18
611788,23044,Strawberries,16
611790,481,Organic Baby Carrots,10
611794,5077,100% Whole Wheat Bread,10
611834,14947,Organic Yellow Onion,11
611913,14333,Organic Blueberries,15
611921,8859,Organic Cucumber,10
611931,37766,Organic Blueberries,16
611944,48946,Strawberries,18
611954,459,Limes,17
611965,41665,Organic Baby Arugula,19
611992,36695,Apple Honeycrisp Organic,21
612089,26369,Organic Lemon,18
612108,4957,Organic Baby Spinach,20
612108,43352,Raspberries,20
612124,21137,Organic Strawberries,22
612271,9839,Organic Unsweetened Almond Milk,13
612282,31268,Organic Strawberries,11
612414,18539,Organic Fuji Apple,22
612433,33768,Organic Avocado,11
612481,49610,Organic Zucchini,8
612518,17616,100% Whole Wheat Bread,9
612518,31564,Organic Yellow Onion,9
612601,25843,Limes,11
612670,45051,Organic Yellow Onion,9
612707,38656,Organic Whole Milk,20
612732,33401,100% Whole Wheat Bread,7
612738,46941,Half & Half,16
612741,47144,Organic Avocado,11
612764,24964,Organic Garlic,21
612781,21019,Organic Blueberries,21
612799,39877,Cucumber Kirby,16
612804,30489,Original Hummus,11
612878,13879,Organic Baby Arugula,13
612890,45570,Asparagus,9
612932,35140,Limes,14
612933,45885,Limes,16
612947,26209,Limes,12
612948,13525,Carrots,7
612998,34126,Organic Italian Parsley Bunch,13
613084,6348,Organic Strawberries,11
613086,44204,Bag of Organic Bananas,10
613090,22281,Organic Lemon,17
613108,1158,Half & Half,13
613119,21137,Organic Strawberries,17
613124,44051,Organic Strawberries,10
613125,44325,Organic Cucumber,14
613125,24852,Banana,14
613155,9799,Original Hummus,11
613161,33056,Organic Yellow Onion,15
613206,45970,Organic Baby Carrots,14
613214,14897,Organic Baby Spinach,10
613240,23630,Large Lemon,6
613246,11308,Limes,13
613292,34358,Organic Small Bunch Celery,20
613292,24024,Organic Hass Avocado,20
613296,39408,Organic Red Bell Pepper,11
613336,48335,Organic Lemon,14
613337,19055,Organic Hass Avocado,21
613349,34969,Red Vine Tomato,22
613385,40146,Raspberries,8
613394,44479,Organic Lemon,17
613400,46820,Original Hummus,8
613402,17264,Asparagus,17
613478,15613,Organic Whole String Cheese,13
613544,9996,Original Hummus,22
613549,29974,Strawberries,16
613577,41950,Organic Tomato Cluster,18
613664,12409,Strawberries,18
613718,27104,Fresh Cauliflower,13
613720,39501,Organic Cucumber,15
613721,17616,Half & Half,14
613782,34632,Organic Italian Parsley Bunch,11
613869,42585,Yellow Onions,6
613946,3990,Red Vine Tomato,18
614044,27963,Organic Baby Arugula,18
614075,43352,Raspberries,9
614107,46934,Fresh Cauliflower,13
614118,18353,Organic Avocado,12
614140,16823,Banana,11
614172,17630,Organic Blackberries,12
614189,3959,Organic Half & Half,14
614228,22533,Organic Zucchini,12
614240,5742,Organic Avocado,10
614280,28476,Organic Blackberries,17
614286,32550,Honeycrisp Apple,15
614353,30290,Organic Hass Avocado,16
614357,28849,Yellow Onions,9
614373,38067,Half & Half,11
614388,48171,Organic Blackberries,10
614431,38944,Strawberries,15
614438,1358,Organic Tomato Cluster,18
614470,3674,Organic Lemon,12
614477,4920,Seedless Red Grapes,18
614535,41593,Red Vine Tomato,13
614547,33026,Organic Unsweetened Almond Milk,17
614626,39928,Organic Yellow Onion,15
614729,46802,Banana,16
614734,37065,Limes,21
614785,12381,Organic Small Bunch Celery,19
614819,24852,Banana,11
614979,35887,Organic Strawberries,17
615010,7893,Banana,16
615036,18479,Organic Baby Arugula,16
615065,47209,Organic Hass Avocado,9
615171,48086,Organic Blackberries,16
615208,30391,Organic Cucumber,21
615216,38293,Large Lemon,19
615242,47766,Organic Avocado,13
615451,39275,Organic Blueberries,12
615455,33810,Organic Gala Apples,18
615487,31371,Organic Cilantro,9
615598,19151,Organic Whole Milk,16
615663,24024,Organic Raspberries,19
615676,22935,Organic Yellow Onion,9
615715,9534,Organic Fuji Apple,9
615793,6433,Organic Unsweetened Almond Milk,14
615797,83,Organic Red Onion,9
615798,39180,Organic Large Extra Fancy Fuji Apple,11
615840,47570,Organic Baby Spinach,18
615846,48230,Organic Avocado,16
615859,47766,Organic Avocado,13
615962,17678,Organic Garlic,13
616000,17530,Organic Strawberries,16
616025,40545,Sparkling Water Grapefruit,10
616065,8518,Organic Red Onion,13
616079,33782,Organic Small Bunch Celery,9
616133,41774,Half & Half,13
616221,5077,100% Whole Wheat Bread,22
616249,7693,Cucumber Kirby,9
616254,17322,Limes,14
616271,12872,Limes,18
616328,40310,Original Hummus,8
616358,8479,Organic Baby Spinach,15
616368,42205,Red Vine Tomato,12
616441,28601,Organic Unsweetened Almond Milk,8
616450,43789,Organic Baby Arugula,14
616458,5450,Organic Hass Avocado,15
616541,18370,Original Hummus,13
616570,30696,Honeycrisp Apple,18
616576,35708,Organic Whole Milk,15
616642,37687,Spring Water,16
616687,6598,Organic Fuji Apple,11
616708,39619,Sparkling Water Grapefruit,17
616718,5144,Organic Whole Milk,9
616724,43294,Organic Unsweetened Almond Milk,22
616753,38772,Yellow Onions,13
616792,40826,Organic Garlic,17
616797,20794,Organic Half & Half,10
616841,14705,Yellow Onions,10
616853,38890,Organic Whole String Cheese,8
616899,28204,Organic Fuji Apple,18
616913,10999,Bag of Organic Bananas,9
616973,32446,Organic Red Onion,16
616984,42342,Organic Baby Arugula,18
616999,13176,Bag of Organic Bananas,17
617046,48015,Organic Zucchini,17
617062,32424,Seedless Red Grapes,12
617086,17723,Organic Blackberries,10
617146,6184,Original Hummus,11
617202,41290,Seedless Red Grapes,16
617214,19102,Organic Gala Apples,19
617289,44359,Organic Small Bunch Celery,14
617305,45007,Organic Zucchini,19
617319,39409,Organic Baby Spinach,8
617334,32950,Organic Cucumber,10
617370,27086,Half & Half,20
617443,11014,Organic Whole Milk,14
617552,30000,Organic Red Onion,14
617605,30406,Michigan Organic Kale,7
617732,8136,Fresh Cauliflower,18
617734,9533,Fresh Cauliflower,18
617777,32537,Organic Yellow Onion,14
617813,8910,100% Whole Wheat Bread,12
617826,1957,Organic Blueberries,8
617850,10420,Yellow Onions,8
617855,46515,Michigan Organic Kale,21
617927,16797,Strawberries,8
617927,14131,Carrots,8
617937,21195,Organic Whole Milk,12
617939,13176,Bag of Organic Bananas,1
617964,21295,Organic Baby Carrots,0
